RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06
McHenry,IL,Chicago,17,111,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000,189000,183625,189250,197000,199900,212000,214900,210000,210000,210000,209900,214500,210000,204900,205495,214900,210000,219900,221950,222900,224900,224900,222600,219900,219900,218000,219900,224900,229900,229900,229900,229900,229000,225000,228500,225000,222400,219900,225000,234000,235500,239900,243900
Henrico,VA,Richmond,51,87,207,199900,199900,199950,199999,207500,209500,2.00E+05,199900,199751.5,197925,189950,184000,177700,174950,179000,174950,175000,175000,176074.5,177000,169950,169900,165000,159900,158000,159900,165000,168000,168000,169960,174950,174950,174500,179900,190995,194950,190000,194950,197500,204970,210000,219000,215000,214950,209974.5,2.00E+05,198950,194500,195950,211100,219045,223950,224950,224950,228925,225000,224950,224725,220000,215000,219950,227965,234000,244900,243800,249500,244500,239900,235000,244950,239950,234950,239970,244990,259000,269000,270000,269950,263000,264999.5,269900,259950,259950,267633,263240,269990,279725,281372.5,291990,289000
Davis,UT,Ogden,49,11,208,210000,210250,209900,209900,209900,209000,204900,204900,209900,205000,2.00E+05,194000,188250,188500,185000,185000,178000,175900,178450,179900,176500,174900,176000,165000,165000,169900,175000,179900,179900,175900,176950,187750,189900,199900,205000,199900,2.00E+05,210000,210000,215000,224900,229000,229900,229900,229900,229900,228900,227000,224900,225900,229825,234900,239000,240000,240000,238980,238900,239900,239900,244900,249947.5,253000,259900,264900,275450,279000,285220,284900,279945,275000,279877.5,279990,287950,279900,279900,290000,294825,294625,289900,289900,290000,290000,289900,289000,290000,291000,309900,324900,329900,319900
Albany,NY,Albany,36,1,209,219000,218750,219900,219898,219900,212900,209900,209900,219900,219000,219000,212900,210000,209900,219000,218900,219800,219900,215000,216950,214900,214900,218900,214500,214900,212000,219800,228450,229000,219900,219900,220000,219900,219900,219900,219900,219900,219900,223000,227450,225000,229000,225000,224900,219900,219900,224900,219900,224800,224900,227450,229000,229900,229900,224900,221550,224600,219900,223900,218200,224500,225000,229000,229900,229000,225000,224360,219900,219900,219500,214000,210000,214137.5,209620,210000,215000,219900,219900,219000,213888,214900,213250,210000,209000,209000,209900,215000,219500,228000,226350
Lorain,OH,Cleveland,39,93,210,116000,119900,119900,124900,129900,127587,125000,124000,134900,120000,113000,108000,106950,104777,95020,89000,95000,99900,105000,104900,90000,89900,95000,94500,104800,112000,117990,122000,129900,134388.5,129900,135000,128500,125905,134894,130000,129900,129950,132500,135000,139900,144500,139999.5,139900,130875,130313,134700,125000,129900,139000,141445,144000,144000,145990,145000,145000,141910.5,142995,139800,139000,139900,149900,149500,144900,144700,139900,139900,139900,139500,135750,136500,134900,139900,139900,145000,151900,149900,149900,149900,149700,144788.5,144900,141200,139900,140000,140000,144900,150000,159900,162950
Larimer,CO,Fort Collins,8,69,211,249500,250000,249900,248000,249900,252500,255500,265000,260000,239900,225546,222995,229750,218000,215500,214900,223900,227700,229000,225000,225000,220000,219000,209800,214500,215000,221500,220000,225500,228000,230000,235000,230000,228529,250000,253000,265000,259900,264900,268060,273800,275000,279500,279995,285200,289900,289900,293995,295000,297500,3.00E+05,307983.5,310000,305722.5,306430,315000,319525,321000,329700,335000,345053,349500,341865,339000,343490,349000,340000,343830,350000,350000,350000,359000,360000,350000,350000,350000,359900,359000,359000,350000,359900,359000,365000,365695,368000,370000,368663,375000,379900,379900
Northampton,PA,Allentown,42,95,212,209900,208900,208750,209000,204950,199900,199900,209900,199900,195900,189900,189900,179900,195000,179900,189000,186900,184900,180000,185000,179900,179900,177000,179900,174900,169900,169900,169900,169900,169900,169900,169900,164900,159900,176900,175000,173450,175000,179900,179000,185000,189900,187000,184900,184900,179900,177950,174900,174900,174900,179900,188900,190000,194999,190000,189000,185000,179900,183200,185000,187750,190100,197000,203900,219900,209000,204900,199000,199000,197900,197900,189900,189900,189900,195000,205000,202000,203250,214900,2.00E+05,199997,209450,209900,209000,204900,209000,224900,229900,234900,245000
Escambia,FL,Pensacola,12,33,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144900,148500,145000,145000,149077.5,150000,159900,159900,159000,157900,159000,155900,150000,145000,147200,147500,142700,149000,149000,150000,149900,149900,159900,159900,159900,155000,159000,163000,169900,173950,174900,170000,169900,174900,173000,174900,175000,175000,179900,175000,184000,195000,199900,205000
Dutchess,NY,New York,36,27,214,299712,304995,3.00E+05,299900,299900,299000,297250,294987,295000,294500,290000,285000,279925,279000,289000,275000,275000,275000,275000,275000,260000,259900,259000,259900,259410,260000,267000,267000,254000,257000,254000,249900,245000,244900,259900,259000,259000,259000,265000,274400,275000,275000,270000,269500,269900,275000,275000,270000,269000,269000,265000,269000,269900,269900,264900,264250,259900,264900,259500,250000,259000,259900,255000,258000,265000,265000,265000,264900,259900,259900,259000,249500,249000,249500,250000,254000,259000,264500,265000,265000,259900,265000,260000,259900,262250,259900,269900,279000,284000,285000
Lake,FL,Orlando,12,69,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174900,175000,174900,179900,184950,185000,180450,179900,189000,189795,189900,189000,189000,194900,194900,196650,194900,192445,196500,199000,199000,203864,207000,209900,210000,210000,207000,212800,219500,219900,215000,210000,219000,219900,220000,220000,223000,219900,225950,225245,227750,232490,234900,230000
Fayette,KY,Lexington,21,67,216,169900,169048,169700,169900,175000,175000,175000,174900,174900,170000,169900,165000,163500,164500,167862.5,167900,165000,167174,164500,164900,167000,165000,164900,155500,154900,152900,159900,159800,159900,159900,159675,156000,151900,155000,164900,162500,159900,159900,168900,168900,167825,168200,169000,167000,167738,167819,169900,170450,169900,172000,178250,179500,179900,179900,178000,174900,172900,174900,170000,174900,179000,175000,185000,185750,189900,194347,192200,190000,189950,190000,194147.5,193500,185900,190000,194900,199900,205000,212250,214331.5,215000,218723.5,220000,225000,225000,229900,234567.5,244900,242000,245000,245000
Winnebago,IL,Rockford,17,201,217,127200,125850,124900,124900,124900,120000,114900,114900,118900,115450,115000,110000,109900,106900,104500,104900,104900,99999.5,99900,99900,99900,98500,94900,89900,88000,89900,89900,92900,92000,93000,91000,89900,89250,87500,94900,91200,89900,89900,89900,92250,92500,92900,89900,89900,89900,89900,87300,84900,80000,85950,88900,89900,92500,96700,98500,96250,94900,92900,89900,89000,87500,89900,89900,94900,97900,99900,1.00E+05,99900,99900,99000,99650,95000,94900,94900,99900,99900,104000,107500,104900,105000,104900,1.00E+05,99900,93950,89900,95000,99900,106950,105250,109900
Rockingham,NH,Boston,33,15,218,279900,275700,274900,279000,285900,289900,279000,279000,269923.5,269000,274900,269995,259900,259900,249900,259900,264900,259900,260000,259900,254900,249900,249900,244900,244900,249900,255000,264900,269999,269900,269900,269000,259900,259900,269900,259900,259900,265000,274900,284900,287000,289900,284900,285000,288950,287000,287000,289900,289900,288450,294900,299000,299900,305000,299900,299900,299000,299000,299900,298900,299900,304400,319000,319900,320000,319900,319900,314900,319900,319900,325000,329000,324900,329900,339000,339000,349900,349900,355000,349900,349900,349900,349900,357900,358640,359900,354900,359900,359900,364900
Boulder,CO,Boulder,8,13,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394500,389700,395125,397750,406121,415000,410995,410000,410495,420000,415000,419900,409700,409000,419000,424900,425000,449000,449250,448900,446865,454000,452767,447950,455000,475000,478300,475000,470950,460745,459450,469975,480000,483975,490000,499949.5,498250,495000,515000,523000,529000,535000,529900,519100,510000,508200,5.00E+05,524900,525000,524995,525000,549900,575000,579900,564500
Anchorage,AK,Anchorage,2,20,220,243000,248074,254000,255000,264900,266900,259900,259900,269000,260000,248000,239900,229900,237800,243000,251900,254900,249900,252000,257886,254250,250000,249900,250000,245000,239900,239900,243900,249900,244400,249900,250000,244000,245000,268250,266900,273450,279900,280000,284900,288000,281950,285450,285000,285000,289000,285000,289000,285000,294000,296250,3.00E+05,3.00E+05,299900,294900,299000,294200,288000,286750,289000,295000,299000,309000,312000,315000,313000,315000,312000,315000,311000,318900,312000,311000,319000,319000,324600,320500,325000,320000,315000,315000,314900,315000,309000,299999,3.00E+05,309000,315000,315000,312000
Galveston,TX,Houston,48,167,221,175000,173700,172500,174900,174900,173900,172000,172550,182000,179900,179900,179000,179700,177500,175000,174900,175000,175995,174900,174900,169500,169900,164900,168944.5,169900,174500,174992.5,177500,179900,179000,179500,179000,179000,177990,184900,185000,188000,195000,199900,199900,202250,209900,210000,203990,2.00E+05,202990,199900,200191,208995,214290,217997.5,224900,225000,227402,225662,226395,229000,229992.5,230000,239250,236000,249000,249500,250000,246950,241750,253800,265000,259900,255000,262990,269994.5,275000,259990,260000,260807,264500,260000,262500,263990,263995,269900,269000,274900,275000,279000,277000,279900,278000,275000
Gloucester,NJ,Philadelphia,34,15,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,179900,179900,179900,184000,189900,194000,193450,189900,189900,189250,184900,180000,184900,184999,189900,189900,190000,193900,190000,189900,185000,184400,179900,179900,179900,179900,189000,189900,189900,189050,189000,189000,187750,182900,180000,178000,179000,179900,182000,186500,189431,189181,184900,179900,179900,179650,175000,174900,169340,169999,175000,179900,184900,185000
Howard,MD,Baltimore,24,27,223,4.00E+05,4.00E+05,4.00E+05,414245,410000,4.00E+05,385450,385000,379900,392500,389900,384000,369990,379900,379900,389950,399000,4.00E+05,4.00E+05,4.00E+05,389900,389700,389900,399900,399000,394950,4.00E+05,399900,415000,425000,415000,411000,4.00E+05,399900,425000,420000,442620,440000,450000,450000,454950,447500,449900,440000,439900,439900,430990,439900,442500,435000,449900,450000,464900,461990,460000,450000,459995,440000,430000,425495,425000,435000,436201.5,429990,440000,440000,425000,425000,429900,415949.5,419950,415000,419900,425000,435477.5,445396,450000,450000,445000,447000,454000,449700,449900,434450,435342,443297.5,460000,474900,479000,475000
Douglas,CO,Denver,8,35,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366000,369900,369900,375000,384900,387500,389900,398500,4.00E+05,409000,404823.5,402727.5,413000,407950,414104,407037,414750,419900,435000,434900,434000,429000,440000,429925,449900,453124,465000,455950,460450,460000,464900,460990,460000,459900,459888.5,459900,465000,472500,485000,495000,495000,498000,495000,490000,495000,489925,485000,489000,489000,499900,509897,504950,504900,5.00E+05,501400
Lancaster,NE,Lincoln,31,109,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137900,139800,134900,134900,134900,134900,135000,132000,137900,134900,134900,139900,142900,149000,147450,145000,148000,149525,147500,147500,147000,149000,154900,158900,164900,165000,168000,160000,161450,163950,165000,164900,164900,174900,184900,189900,187949.5,196550,189500,187000,185000,179900,183400,179000,176975,185000,190250,199925,224900,228019,219900
Spartanburg,SC,Spartanburg,45,83,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000,142900,140000,139900,144500,144999.5,149500,150000,149900,150000,149900,149900,149900,154900,151900,150000,152400,150000,154650,155000,155000,160000,154900,158900,155400,159900,157990,152900,156750,159900,163723,166500,172945,175000,169777,169900,167900,172900,174900,174900,173900,177900,176900,180000,184900
Cumberland,ME,Portland,23,5,227,249900,249000,249000,249900,259900,264900,259900,259000,259000,259000,250000,249000,240000,245000,248000,249900,250000,254000,249900,249675,249844.5,248900,245000,240000,242000,245000,245900,249000,249500,249900,249900,249900,249900,240000,245000,244900,249900,249900,249900,249900,250000,260000,264900,259900,254999.5,255000,254999.5,255000,250000,258300,259000,265900,267500,269900,269000,269000,269000,269450,269000,265000,259900,260000,270000,284250,285000,279900,289000,284000,279250,285000,288000,293000,290000,291950,297000,299999,304950,315000,315000,310000,300300,3.00E+05,310000,314900,309900,319000,319900,325000,339900,344900
Ingham,MI,Lansing,26,65,228,114900,114900,109900,109900,109900,109900,109100,109900,104900,95000,89900,88900,84900,85000,82900,84900,89900,87700,79999.5,84000,84900,88250,87550,82500,84750,79900,79900,82500,85250,85500,85000,88000,79900,80000,89900,85900,89900,90000,95000,95000,97500,99900,99900,99900,99700,96000,94900,89995,89900,94500,94900,104900,109900,109900,109900,110000,109900,104000,95000,89900,89900,94900,99900,105500,105000,109425,109000,109000,109000,105000,99900,97490,98000,94900,99000,104900,109000,109900,118000,115000,115000,117900,119900,119900,116888,115000,119950,130000,139900,139900
Erie,PA,Erie,42,49,229,114900,124900,119900,119900,124900,129900,130000,129900,130000,129250,119900,119900,115000,123500,119971,119500,119500,119900,119900,122875,123000,124900,123500,104900,110000,113900,113950,114900,119900,119900,115000,112000,110000,109900,115000,112900,112500,110000,113325,115700,124900,124900,120000,119900,119900,119500,114900,112000,113447.5,114900,117900,124900,129900,129900,129900,128900,125000,124900,123500,124000,119900,122900,123900,125000,129500,129900,129900,128000,125000,123500,122500,119900,119900,116900,119900,123900,125000,129950,134900,130000,129900,130000,129000,125000,125000,124999.5,127500,129049.5,130000,133900
Lubbock,TX,Lubbock,48,303,230,139000,139900,139500,139900,139900,139000,136950,135000,135500,134900,134500,131125,134000,134000,130000,132500,134500,133000,130000,129950,129900,127012.5,126700,124925,125000,124990,127500,127000,124900,124900,125000,128750,125000,128500,129950,129999,129900,135000,139900,142700,144975,147500,154900,149950,152500,158000,155050,156750,144995,149250,155000,159500,159950,159000,150000,155000,152500,153950,159997.5,158000,159900,161450,169000,179000,179900,179900,185000,183750,182115,182500,188650,189000,182000,181000,185000,188500,184400,183975,185950,184450,180900,183900,179900,179450,178950,180700,194500,2.00E+05,209900,205000
Saint Lucie,FL,Port St. Lucie,12,111,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147900,149900,149900,155000,159000,159900,160000,169000,169900,169000,169900,174900,178900,189000,189900,189900,189900,189900,189000,185400,189900,195000,199500,199900,2.00E+05,2.00E+05,209900,211945,215000,218995,219000,218500,219850,220945,224900,225000,229000,228740,228740,225000,227450,229900,229999,234500
Leon,FL,Tallahassee,12,73,232,166990,165000,165000,165000,162250,163700,159945,162250,165000,162250,159900,159000,155000,158900,159900,159900,164900,164900,159000,157500,149900,149900,148500,145000,144900,140000,140000,139000,144700,145000,147000,145000,145000,148000,150000,150000,149000,147000,150000,155000,158000,160000,160000,159900,159500,155000,150000,150000,149990,155000,155900,162000,165000,169900,169900,169500,165900,162000,155900,152000,155000,160000,169000,169900,183000,169900,169650,165000,165000,159900,159225,159000,159500,160500,169000,174900,177950,179000,177900,175000,177500,179000,175000,169900,174950,179900,185000,189000,193050,198567
Greene,MO,Springfield,29,77,233,116500,119900,124900,124900,125450,125900,124900,124900,127000,126900,126700,122900,119900,119900,118900,119500,119900,119900,118900,119899.5,118950,119900,117900,115900,114900,110000,114900,118000,117500,117700,117000,115000,115000,115000,119000,119900,118950,119900,119900,122900,124900,124900,124900,126500,124900,124900,119900,119900,124900,124900,119900,124900,125000,129000,129900,127500,125000,124900,125000,126900,128000,130000,134900,134900,134900,133900,130000,129900,129900,129900,129900,126900,124900,124900,129500,129900,133500,132500,129900,129900,128000,137700,132900,134900,129900,132900,135000,144850,145900,148700
Hamilton,IN,Indianapolis,18,57,234,214900,199992.5,209900,209000,209999,210000,209900,204900,202945,209995,209900,199900,199900,2.00E+05,205000,209880,214900,215000,215000,2.00E+05,2.00E+05,2.00E+05,215000,209900,205992.5,210990,218250,215000,219000,224900,226900,219900,212640,214900,225000,225000,227990,227500,229900,239900,239997,249000,245000,245495,249900,254990,258990,259999,269000,265000,263870,267500,269900,279900,276400,281990,283900,279945,289900,286060,294945,291447.5,289900,289900,287990,289900,289900,289500,299172.5,293997.5,299422.5,305000,317250,302990,297990,304900,305000,309975,319900,314995,319900,314900,314997.5,320990,319500,318450,319900,320000,327990,324500
Atlantic,NJ,Atlantic City,34,1,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229000,229000,230000,229900,239000,239000,238900,234900,229990,229900,228000,225000,228900,228900,229900,234900,229900,234900,235900,229900,229900,225000,219900,216000,210000,219000,215000,210000,215000,215000,215000,215400,210000,204250,199800,199000,199000,195450,199000,199000,199800,199900,199900,199900,199900,199900,199900,199000,199000,197700,198000,199999,205000,2.00E+05
New London,CT,New London,9,11,236,235000,269900,269000,264900,259777,261500,259000,259000,259900,259000,259000,249900,248000,249000,249000,249900,258000,259999,259900,259900,259000,249921,249900,249900,249900,249900,249900,249900,254900,249950,249000,245500,247900,239900,239900,235000,229900,233000,239900,249000,249900,249900,249900,249900,247000,239999,235000,230000,229000,229900,235000,242900,247900,249900,249000,244900,243900,239900,239900,236400,230000,238950,239900,239900,242000,239900,239900,238449.5,239694,239900,239900,234900,235000,235450,239900,249000,249900,249900,249300,249000,249900,249000,249900,240000,239700,239900,247100,260000,269000,269900
Saint Clair,IL,St. Louis,17,163,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118000,117500,116000,120000,124900,129900,129900,134900,129900,129000,124900,119900,116275,110600,115000,115000,124825,125000,132900,129900,126950,122500,119900,117950,118000,115000,115000,115000,119900,122000,124900,124900,124500,119900,119500,116000,110000,105000,100750,110000,119900,129900,138900,139900
San Luis Obispo,CA,San Luis Obispo,6,79,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529999.5,529949.5,544000,525000,519900,515000,539000,545000,549000,549000,549000,539500,539000,549000,559900,559000,550000,559000,569000,579000,582333,579950,585000,585000,593279.5,591559,595000,585000,581324,594648,594824,599000,599000,599900,599900,624900,619000,625000,640950,649000,649000,649000,649000,657000,660000
Horry,SC,Myrtle Beach,45,51,239,,,,,,,,,,,,,,,,,,,,,,,,,155000,154900,154000,153000,154900,154900,154500,154900,152500,154900,159900,160000,162997.5,164900,164900,164900,164900,166500,168990,167900,167000,168200,166900,168900,169000,169000,169000,169000,169900,171990,169900,164900,172900,173275,175190,174975,174900,174000,169500,170990,177400,172300,176900,179900,180000,185000,184998.5,182900,184990,185945,189900,189900,189900,189999,191700,189900,189900,192500,194990,192500,192499,189900,189900,192990,194999,196000
Madison,IL,St. Louis,17,119,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000,117500,114900,115000,118500,120000,124900,129900,125000,125000,123900,119900,119900,115000,115000,115000,119000,119900,124900,125000,125000,124900,124500,119900,118900,115000,114900,115000,118000,120000,120000,120000,119900,119900,119900,119000,117500,114900,107500,109900,114900,118000,120000,122950
Osceola,FL,Orlando,12,97,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,184900,185000,189290,193527.5,189900,185888,175012.5,195000,195000,199900,198900,205000,199990,199900,201900,204700,199900,199999,203460,205000,219000,219900,219992.5,223870,224000,220000,223870,225000,229000,224900,228997,230000,229990,234990,234900,230990,236165,239000,239900,241130,247500,247900,245900
Dauphin,PA,Harrisburg,42,43,242,158450,154900,159852,159900,159444,155000,154900,149900,154900,154400,149999,144900,147325,139900,135000,134500,134900,131950,134900,134900,128225,129900,133954.5,131000,139000,137900,139900,143900,149899.5,144900,144900,142700,136700,137900,146900,144900,145000,144900,149900,149900,159900,159900,159900,154900,154900,151900,149900,164900,154900,155000,154900,159900,159900,168500,165000,164900,164900,164900,164900,159900,164900,163450,160000,159900,162900,157000,156400,154900,174900,154900,159900,152900,154900,145000,154900,149900,154900,165000,154900,154900,164900,179900,159900,159900,162000,159900,179900,184900,175900,174900
Durham,NC,Durham,37,63,243,170000,175450,179900,179900,178000,174900,170000,172500,172000,163000,162900,162900,159900,160000,159945,160000,164500,166700,164900,159900,150990,149990,146000,140000,155000,160995,168000,168900,165000,160000,159900,159900,159500,160000,174490,176000,176995,179990,182550,183500,184900,185000,185000,181990,185000,187810,185000,184900,180000,185945,189000,185000,189900,188000,190000,189900,192500,195000,194900,193000,195000,199000,198750,2.00E+05,205000,210000,210000,215000,219900,219900,215000,219945,220000,215000,220996,230000,230000,235000,235000,234990,233765,234450,235000,240495,240400,244900,254900,257000,259950,259900
Saint Joseph,IN,South Bend,18,141,244,99900,107000,105000,109500,108640,109500,109000,108250,102900,107750,104375,107500,104900,104900,99900,104900,104900,104900,105000,104900,105000,99900,99900,94900,94900,89900,89900,89900,99900,103000,94250,90000,89900,90000,89900,88290,87900,89000,99900,99900,102000,104150,104400,99900,103450,99900,91900,89000,86900,86900,89900,94700,99900,99900,97500,95500,94950,93000,97000,92700,89900,89900,96000,95000,97950,94900,92000,92900,93700,89900,89000,84999.5,84500,84900,89900,95750,98700,99900,99000,94900,97700,97400,98250,104500,105000,104900,115000,119900,129900,135000
Chatham,GA,Savannah,13,51,245,199900,205900,201000,199892.5,199000,195000,193622.5,195000,193150,189900,179900,175000,178000,175000,171500,169900,171900,169900,169900,164820,166633,164900,159850,154900,159900,174900,165775,163900,165000,165900,162186,164900,169900,173900,180900,184900,185000,190000,189900,192900,198559,196000,195000,199297,199900,199900,199500,2.00E+05,199900,210000,215000,215019.5,218200,215000,217060,218900,220000,217870,219000,215000,224900,225000,228285,225000,224900,219900,219900,219000,220000,216500,218900,219000,220000,219900,225000,227777,227638.5,228440,227389.5,228900,224067.5,225000,224900,225000,225000,229200,232450,233150,233700,234900
Ottawa,MI,Grand Rapids,26,139,246,150000,154900,149900,150000,155000,154900,150000,150000,149900,149900,149900,147500,142000,140500,139900,139900,143775,147500,149625,149900,144900,144900,139900,139900,139900,147900,149900,149900,149900,154900,157950,157450,155000,159900,168200,167900,169900,172700,172000,175900,174900,179900,179900,189900,189900,184900,179900,179900,188600,189500,195500,199900,199900,199900,198700,199900,199900,189900,189000,184900,189900,199900,200100,2.00E+05,204900,209900,209900,209900,214900,214900,219900,219900,219450,219900,229700,235000,239000,239850,239350,239900,242900,239900,239900,249000,245000,249900,249900,249900,254900,263200
Rutherford,TN,Nashville,47,149,247,148500,148800,147000,146982,144900,145000,144900,144900,149900,149900,144944,143500,139900,135000,134900,134900,135000,138895,139500,139900,134900,134900,130990,129900,129900,129900,131900,134900,134900,134900,137900,133450,134500,139250,154875,152694.5,154156.5,159900,159900,164900,169900,171500,174900,171990,174900,177720,179000,179900,179000,178900,180990,184900,184900,189000,189900,190000,189900,194900,197464,199990,206079.5,209900,199900,203900,204900,207500,209900,212990,215789,219000,219900,219900,224900,219900,219912,219900,223000,229000,224999,230945,233200,237200,234900,239900,229900,240000,249900,250440,259999,264200
Lexington,SC,Columbia,45,63,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,156900,159990,164900,164900,168945,167950,169900,167900,169500,169500,169125,169890,169900,169990,171685,169999,170000,172000,169900,166245,165000,169000,166990,164990,165990,165000,169990,174900,169990,174900,174900,171990,172000,174844.5,178900,179900,175000,175000,179000,179900,183134,182846,177900,175990,174900,174900,180250,175000,179900,184900,189000,187429,189900
Santa Cruz,CA,Santa Cruz,6,87,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624900,610000,599000,598000,599000,618000,642250,649000,635000,629250,650000,649000,642495,639000,635000,649900,719000,652500,686000,699000,699000,715000,725000,699000,699000,699000,676500,689000,725000,749999,760000,774000,759000,754000,745000,749000,745000,735000,725000,719000,769000,775000,772250,774950
Clayton,GA,Atlanta,13,63,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99000,94900,97000,99900,1.00E+05,110000,113900,112250,111950,111900,115000,115000,115000,114900,119900,123501.5,129000,128900
Merced,CA,Merced,6,47,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177500,179900,185000,189900,205000,209900,205000,215000,219000,216500,216500,214900,199250,199000,199999.5,210000,215000,219950,225000,229000,225600,229000,229000,229000,228000,225000,225000,226450,229000,231500,233450,235000,239000,240000,247500,249900,250500,256900,255000,259000,259714,258900,260000,260000
Cleveland,OK,Oklahoma City,40,27,252,154900,152900,154000,154700,154900,150901,149900,149900,149900,144900,139900,139900,132900,122900,129000,132500,133225.5,131724,134000,134900,134361.5,132500,128500,125000,122900,125000,133000,132191,139900,140000,141000,141000,139900,138900,148350,147819.5,146900,148200,152457,155750,157500,159900,155500,154900,154900,155000,157000,159180,159500,159900,163000,165850,174500,173458,169999,169947.5,169900,169900,172000,169900,176540,177900,179900,180000,184500,183500,183187,180000,182599,179999.5,184000,186473,188548,188799.5,188524,185000,184599.5,185000,185000,185000,188000,187425,189250,194990,194200,194065,192900,196115,198000,199900
Caddo,LA,Shreveport,22,17,253,150000,151075,155000,159900,154900,154950,159000,154900,152950,145000,142400,139900,136700,139000,140000,144900,149900,149000,149900,157250,153702,149900,150950,145000,144900,139000,144000,154900,155800,159000,158000,154900,159100,159500,173850,169700,170000,170450,169900,173900,176000,175950,175950,174700,174250,175000,169500,168000,164900,169900,169900,165000,165900,162000,158950,155000,155000,155000,157500,159000,158750,158000,159000,167500,166450,164949.5,164900,169900,168450,165000,165000,164900,165000,164900,164900,167500,168000,164900,164900,164500,159000,159900,159000,157000,155000,159000,159900,161000,164900,165000
Weld,CO,Greeley,8,123,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205947,207500,209900,215600,222600,224900,225000,229000,229900,237975,239900,244895,249900,249900,251600,256190,252670,250000,258800,262995,265000,274900,275000,280805,280990,285600,279900,284900,284900,287000,288155,290950,290000,290000,289950,295000,302800,3.00E+05,299900,299900,308177,310000,314900,314925,314350,314000,315000,316980,320000,325000,335895,344522,350000,355381.5,353249
Marin,CA,San Francisco,6,41,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899000,9.00E+05,897000,899000,925750,899000,939000,949000,929000,978000,1050000,999000,995000,937000,899000,945000,995000,999999,1049500,1049000,998000,995000,1061900,1095000,1095000,1040000,1088000,1095000,1095000,1175000,1198000,1195000,1149250,1139000,1172500,1175000,1095000,1100000,1085000,1085000,1250000,1295000,1200000,1199500
Jefferson,TX,Beaumont,48,245,256,129900,129000,126900,126900,126900,129000,125000,129900,139900,134500,129900,124950,125000,124900,124995,129000,125000,123450,119900,120000,115900,117900,119000,113900,112700,114900,112000,112000,115000,115000,110000,114900,109900,114900,125000,124950,120000,120000,122500,125000,127500,128950,129900,129900,125000,129500,124900,127875,125000,129500,129900,134900,132000,130900,129900,129900,133400,134900,129900,130000,129900,129900,128900,128900,129900,134900,134900,129900,129850,129900,130000,135000,129900,129900,134200,134700,139000,140000,145000,144900,140000,140000,145250,142750,147000,149900,150000,159000,162000,164900
