RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06
Thurston,WA,Olympia,53,67,257,217500,219950,225000,225500,225000,229400,229950,239000,240000,229000,222925,224900,219950,221900,220000,216950,220500,224559,225000,227700,226900,220900,219161.5,218000,219925,214900,212000,209900,216995,214995,214900,214250,209950,209500,229900,229950,229950,232995,234775,231450,239000,239900,239990,239950,239950,239900,239500,237725,234972.5,239000,244950,249000,249000,249900,249000,249900,249950,247700,239950,229950,229900,239900,245000,249950,254900,259600,257500,256950,259000,252500,249970,254950,258999,255225,259000,259990,264995,256520,259000,265000,257000,265000,268000,265687.5,259900,265000,275000,279990,289700,289950
Kitsap,WA,Bremerton,53,35,258,274950,274000,279000,269000,266000,269000,269950,259500,265000,264000,265000,255875,249900,239999,239500,235000,239500,249000,248500,249900,250000,248750,244500,230000,235000,239750,239900,241900,242500,245900,244450,237925,229000,225000,244950,243000,247975,247000,249900,249950,259000,264900,264900,260450,264950,259999,249000,249900,242500,247000,249000,259000,269900,270000,275000,270925,270850,264999,249900,235000,247450,254975,264000,274900,279925,285000,279950,279900,279000,275000,275000,273888.5,269950,274900,279000,283663,299000,302250,299974.5,302000,301950,299950,299950,299900,299950,303950,310000,323950,335000,340000
Kalamazoo,MI,Kalamazoo,26,77,259,125000,124900,124900,127700,125000,124900,125000,126900,125000,119900,114900,112000,109250,110000,110000,110000,118650,118950,97900,97500,99900,95000,99900,99900,1.00E+05,99900,105000,104900,109650,109900,110000,113200,1.00E+05,96000,112900,109000,104900,109900,114900,119900,124900,125175,128500,128250,120000,119900,117900,114900,109900,112900,119900,128000,134900,137500,130950,129700,124900,124900,119900,109950,109900,118900,122250,127900,129900,131200,129900,128750,128600,127500,119903.5,115000,110000,114900,122900,129900,139900,143202.5,144900,148250,149950,149900,145000,148900,145000,158900,162700,168950,179000,179000
Webb,TX,Laredo,48,479,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,151002.5,149000,148250,155000,159900,159000,164900,155000,158500,153500,149000,159000,149990,149000,156200,167000,165000,160000,164900,164900,165000,167000,160249.5,169200,169200,189000,193990,194500,198990,199500,195250,197750,198990,193990,198990,194245,175670,169600,169000,174485,178000,182250,179900,178000,179900,180000,181250,179000,175353.5,178000,179500,185000,184000,182600
Brown,WI,Green Bay,55,9,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133900,134900,134900,135000,137600,139900,139900,139900,139900,139900,139250,139900,139900,139900,144900,144900,144900,147500,149900,149900,146500,144700,144700,139900,139900,139900,149900,149900,149900,152375,149900,149900,153900,146997.5,144900,144900,142650,146900,152900,150600,153900,158450,162000,169900,168500,161900,159900,162200,174900,174950,174900,179900,179900,194900,189900
Alachua,FL,Gainesville,12,1,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,159900,159900,168906,173500,175000,175900,175000,177000,175000,174000,169900,165900,165000,169900,169900,174900,179900,176500,175000,175000,179900,178600,178500,184670,179500,179900,193000,197700,196950,199900,199900,195000,199000,204900,204900,195000,195000,200900,209900,219000,219900,219900,218950
Hinds,MS,Jackson,28,49,263,115900,116000,116000,119000,119000,118000,115000,114900,114630,111500,110000,109250,106500,108000,109000,109900,114500,114900,112850,112900,112700,114900,113000,110000,111900,116900,119900,124700,119300,115000,116000,114950,115500,115000,123500,119900,119900,122400,120000,124250,126800,125000,125000,125000,129250,127500,125000,127618.5,124000,129000,129900,134950,135950,138000,135900,132900,132900,129900,124900,120000,122500,128900,129250,134900,139000,139000,139450,135000,140000,139000,135000,129900,128000,128000,130000,137950,139700,138700,139500,135000,135000,135000,134950,128950,126500,135000,147227,149900,154900,152311.5
Harford,MD,Baltimore,24,25,264,255000,255000,255945,259900,259053,255450,249995,249333,249333,244900,246990,239000,235000,239000,239000,235000,239900,242000,239990,239900,239900,238000,239900,239900,234900,239500,239000,235495,245000,243945,249900,248999,234500,239900,244990,244990,249416.5,240000,247500,250000,265000,269900,270458.5,274900,275000,273400,269700,279000,269500,269500,269900,274900,272250,269900,259900,259900,260000,259900,259900,252000,246650,259900,259900,255000,257000,259900,250000,256990,255000,249900,244000,240000,240000,240000,250000,259616.5,265000,264900,259900,259999,259900,262000,254999.5,259900,259900,267500,280500,290000,279450,284900
Yakima,WA,Yakima,53,77,265,177000,172500,172500,167950,165000,169900,174500,178000,184250,170000,159500,159925,161000,164900,163950,165000,164500,165500,173400,177500,178500,179900,178801,175000,174500,177000,179900,180000,179900,179950,179900,180950,179900,179000,177950,179000,179000,179500,179500,189000,195900,197500,195900,189000,184500,185000,174950,175000,174800,174650,173500,179000,179000,185000,189000,189900,187000,189000,185000,169995,177500,189000,188250,187000,189000,189000,190250,190000,193900,192000,199000,199000,197000,195000,195000,194900,190500,192000,195900,194900,189950,196000,192000,195000,187154,189250,194500,194500,206000,216999.5
Norfolk City,VA,Virginia Beach,51,710,266,189900,189900,189860,193900,189900,188900,189900,184900,186300,180450,175000,173340,169900,169900,167900,164900,169000,168200,165000,165000,168200,169000,162500,159999,160000,166000,165000,164950,165000,165000,165000,166000,165000,169000,175000,175000,178900,179945,180202.5,186000,189900,189900,185000,182000,185000,184900,179000,179900,178700,179975,184900,189050,193250,194900,189900,189900,189450,185000,185000,185000,185000,189900,189900,194950,198900,199900,199000,197750,198000,194900,195000,192600,189900,195000,199900,199900,2.00E+05,199900,199900,199000,199900,199900,199495,199000,195000,199000,199900,205000,209900,208000
Mahoning,OH,Youngstown,39,99,267,79900,81950,79900,87000,87500,87500,84900,84900,86250,84900,73500,69900,69500,64900,64900,67000,69000,68650,64900,69900,72250,69900,75000,69900,73250,69900,71000,72000,69900,72000,73900,71000,69900,69900,79900,79000,78900,78000,79000,79900,84900,88700,85500,84900,83200,80000,79900,79000,75000,79000,79900,86900,89500,90000,89250,88000,83700,79713,77500,72500,72900,79900,79900,79949.5,83900,85000,87500,87900,89900,85000,84900,81500,83900,84900,84900,89900,94900,90000,90000,92000,92500,92500,91450,89900,87900,89900,90000,90000,97750,99900
Buncombe,NC,Asheville,37,21,268,250000,249900,244900,241200,245450,245000,245000,239000,239000,239000,231117,219750,210000,209900,199950,205000,227000,229900,236000,235000,234000,230000,225900,224900,239900,248000,247500,239900,240000,240000,239000,234000,225000,225000,239000,239000,239300,239000,239750,245000,249500,249900,249900,242250,248700,249000,249900,249900,245000,249900,250000,259900,260000,269900,265000,264900,269450,269900,274900,275000,275000,279400,275000,285000,285000,289800,289900,289900,293500,299000,299000,299000,299000,299700,310000,319000,330000,330000,335000,335000,329000,335000,330000,329000,329000,339000,349000,350000,350000,351000
Washington,MN,Minneapolis-St Paul,27,163,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309900,309500,279900,289900,303900,299900,309900,314800,299838.5,294900,299900,299900,309000,319900,319900,325000,309000,310000,319900,314900,323900,325000,326500,325000,325000,329900,334900,324900,330000,324900,329900,328990,339900,339900,349900,349900,359900,371995,381445,380495,370000,359900,359900,359900
Cumberland,PA,Harrisburg,42,41,270,199900,199900,199900,199900,194900,190000,189900,181900,179900,179000,176801,174900,176000,174900,173200,169900,173400,175000,179900,179900,179900,179900,179900,179000,179900,178000,179000,179900,179900,175000,176850.5,174900,169900,172950,184900,183517.5,184900,185000,187000,189900,209900,209900,209900,205000,204900,202900,199900,225000,207357,209900,199900,199900,199900,201000,196900,195000,194900,198850,197900,189995,193900,194500,195000,199900,198700,195700,194900,193700,199900,189900,187000,186900,184995,185000,184900,187500,189900,189900,192990,193990,197990,199900,199999.5,2.00E+05,201500,214900,216000,219000,220000,224490
McLennan,TX,Waco,48,309,271,129500,128500,129500,129000,125900,129000,128950,129900,134900,136000,134900,134500,132000,129499.5,125000,129900,134900,135000,135000,134900,135000,135000,134900,134000,135000,129900,135000,135000,133500,130700,129900,128500,124900,130000,139900,139750,137900,139550,139000,139500,139950,143950,141650,141650,139900,144900,142000,149900,150623,152300,153900,154400,157200,157600,159200,159900,158200,155000,154950,150000,151000,150000,157000,159947.5,159997.5,159900,159200,162400,163000,159900,160950,160900,161700,154900,159900,168500,170000,178500,179000,178750,179900,177800,177900,179900,178050,179000,191950,194900,2.00E+05,189900
Oneida,NY,Utica,36,65,272,137000,129900,137500,132900,134900,129900,129900,129900,129000,127000,127900,124900,124900,112900,127500,129900,129900,134900,133950,129900,129900,129700,129900,124900,124500,124900,133400,129900,129900,129900,124900,117900,116900,112900,124900,121900,119998.5,123900,126400,129250,130000,129900,129900,129700,129900,129500,128400,124900,122900,124900,129700,129900,129900,129900,129900,129900,129000,125900,124900,119900,123900,124000,124000,129900,129900,129900,129900,129900,129900,126900,124900,125000,122700,120000,124900,127000,129900,129900,129000,125000,124900,120000,124000,124000,119900,120000,126450,130000,135000,134900
Saint Tammany,LA,New Orleans,22,103,273,210000,210000,214900,209500,210000,209900,200550,199900,2.00E+05,199700,198999,189950,186500,180000,180000,179900,178200,159900,159500,160000,153450,138000,145000,149900,148950,149900,150000,150950,152000,157000,158000,155000,160000,165000,183190.5,183000,179900,185000,185000,195000,199000,199900,199500,189900,193450,190100,189900,189950,185000,189900,191200,199500,205000,207900,202550,212000,214900,215000,214949.5,210900,216650,219000,221300,224900,229900,234450,229000,225000,224900,223625,224000,225000,225700,238000,239900,249000,250000,259000,240000,240000,243000,245000,239993.5,239900,239900,229000,229900,242000,255000,257000
Frederick,MD,Washington,24,21,274,269900,269900,259900,261250,259000,256950,249900,249900,259000,257000,259000,250000,249900,249375,249900,249900,249900,262500,269900,264000,259990,269000,270000,269990,264990,269250,269990,269900,274990,281900,284900,284900,270465,279800,298750,290000,289900,289990,289699.5,299900,3.00E+05,3.00E+05,3.00E+05,299900,295000,291391,289900,289200,274900,285000,289999,289900,299900,299900,299000,290000,289900,295000,292500,289990,289900,288000,295000,299900,299900,299990,299500,299900,308000,301290,299900,294990,289900,287992.5,299000,305099,320750,339400,324900,324900,321500,340390,344697.5,334900,335000,339900,349681,349945,357877.5,359900
Weber,UT,Ogden,49,57,275,159900,164900,163500,159900,157250,154900,150000,153900,159900,159900,153000,144900,139900,139900,139000,139900,134900,134900,134900,134899.5,129900,129375,124900,123000,126000,127900,130000,138900,133900,129900,133900,135000,139900,144000,157900,155900,158450,159900,159900,167500,164900,168950,165000,163900,163250,164900,160000,162500,162500,164900,164900,169160.5,174900,177500,175000,179900,179000,175500,179000,179000,179900,184900,184900,191999,190900,191200,194950,194900,199700,189900,185000,185000,194950,195000,209900,219000,225000,224900,225000,224900,225000,223950,219900,220000,225000,229900,234000,249000,249900,249900
Lake,OH,Cleveland,39,85,276,135000,139900,139900,142500,139900,139900,137500,138250,139900,136000,129900,129900,124900,124900,124877,124900,124900,129000,127000,128500,124900,124900,122000,119900,119900,120000,119900,122900,124925,124900,124000,122500,119900,119900,129900,129900,129900,129900,130000,134962,135000,139700,138900,135000,138000,139500,134900,137700,129900,130000,134900,134900,134000,134900,134900,129900,129900,128900,125000,124900,124900,127000,130000,134900,139900,139500,139900,139900,139900,135000,134900,134950,134900,139900,140998,149900,149900,149900,149900,146200,149900,145000,145000,145000,144900,145000,149900,149900,153950,153250
Montgomery,AL,Montgomery,1,101,277,124900,129850,129900,129900,129900,129900,133350,133900,139000,129900,124900,123000,119900,113998.5,119000,122500,124900,124000,124900,123000,118500,124500,127200,119000,120000,124900,120000,123000,119900,119900,119000,121700,122450,123000,139000,139700,137650,139900,139900,139900,139900,143900,144900,140000,139900,135000,136450,139700,134900,139950,137000,139900,142000,144900,141500,139000,137500,134900,135000,125000,138000,138000,139500,142500,137200,139000,135000,135900,139900,134900,129900,129000,131900,129900,132500,138867,139900,139900,134900,130000,129900,124999,124000,124900,124900,125500,130950,135000,134900,134900
York,SC,Charlotte,45,91,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185000,185900,189900,190000,201195,218000,219000,219000,219900,221445,222195,219000,228990,227500,233990,237990,239900,249900,257000,259850,264500,259900,255000,279060.5,286370,278000,289120,289950,296990,279900,269900,276690,298990,277900,284900,279900,264000,279994.5,268000,269440.5,268995,279900,278990,279900
Chesapeake City,VA,Virginia Beach,51,550,279,265000,264900,260000,259900,255000,250000,254900,250000,249247,239900,234900,229000,224900,229900,229823.5,225000,229900,229900,229000,225000,225450,229000,239900,234900,237900,240000,269900,239900,239949.5,237500,234900,229900,219900,232650,249900,259900,258507.5,259900,254650,292000,269450,263500,275000,272900,275000,264000,258200,261000,259900,259800,269900,282250,285000,279900,285000,280450,274900,269900,269900,269000,279900,294900,295000,289900,289000,289900,279900,279900,284500,279900,279950,279900,279900,275000,284900,299900,299999.5,299900,299900,304900,294900,294900,289900,298450,299000,299900,305000,319000,319990,324900
Clay,MO,Kansas City,29,47,280,154000,152500,154950,150000,152000,149900,149000,149000,147900,144900,139900,135000,131200,132400,129950,134900,138600,138000,139900,136434,134900,130000,127000,125000,125000,125000,129900,135000,130000,129900,128500,125900,129900,129900,139000,138950,139900,139900,140000,149900,154900,154900,152000,152700,149450,149000,149000,147220.5,144900,148500,150000,154900,154950,155000,149900,149900,150000,149900,149250,143000,145000,150000,165575,173000,172000,170000,165250,164900,164999,165000,170000,172000,179000,179000,184938.5,189000,185000,189900,183945,180000,179950,181000,180000,184975,190000,209450,207450,219500,215000,219500
Lafayette,LA,Lafayette,22,55,281,179000,179600,174900,175000,178000,176200,185000,203650,204250,195000,187000,184500,159900,159900,161000,159900,159900,159999.5,164900,155000,166400,168900,169900,167900,168775,169900,173622,178500,169900,170000,174900,174150,170400,175000,175900,174900,177200,170000,178900,179950,180000,179900,179900,180000,181900,187100,180000,185000,184500,186200,184700,179900,182000,185000,187000,205000,207800,203900,207950,209000,207999.5,213500,215000,222000,224900,222500,216325,219950,224900,224200,220000,219900,220000,230000,235000,232832,229900,225575,220000,215900,219900,224500,221900,220000,218250,217500,220950,225000,224000,224999.5
Benton,AR,Fayetteville,5,7,282,139900,139900,139150,139900,139000,142000,141500,143900,149900,149900,149000,145000,140000,139900,137900,135900,136750,135000,139500,140000,146900,149900,155000,155000,154325.5,157000,162500,164500,159900,164450,164900,161000,159900,159900,169000,168900,168900,169000,169900,172950,174900,173500,173500,169900,179000,179900,179900,179000,179945,184900,187000,189900,189900,189500,189500,189900,187250,189500,185000,180300,185000,185950,192900,199000,199900,205000,199900,2.00E+05,2.00E+05,2.00E+05,201900,205000,209900,216050,220000,229900,238070,236475,239900,235000,230000,233750,235000,235000,235000,240000,249900,259250,260000,269900
Butte,CA,Chico,6,7,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,245000,232000,230000,241490,249900,254900,252000,259000,259000,259250,249900,240500,239250,244900,250000,259000,259000,262195,260000,259000,253500,250000,250000,256000,250000,257250,259950,259950,259950,269000,285000,279700,279000,279900,287250,287795,287795,285000,287795,287795,287795,287795,287795
Saratoga,NY,Albany,36,91,284,275000,279900,279900,279000,279900,275000,278900,274900,273250,269900,275000,274800,272900,277000,274900,269949.5,268750,269000,269000,269000,268950,269900,279000,279951,279900,282725,280000,281900,285900,279900,279000,269900,263450,264900,287000,289800,285000,285000,284977,289900,290000,299900,294950,289900,289900,289900,285000,294950,292950,299000,299000,297950,298000,298000,290000,294900,289900,289900,292000,289900,295000,299900,309000,315000,3.00E+05,299900,294250,284900,282900,279000,279900,289426,290000,293150,294000,298900,299000,299900,299900,295000,299000,295000,299900,301907.5,309000,318350,319900,319900,328900,326900
